title,author,isbn,year,editorial
Trilogia Del Imperio: Polvo De Estrellas; Las Corrientes Del Espa Cio; Un Guijarro En El Cielo,Isaac Asimov,9788496173811,2007,Bibliopolis
Dracula,Bram Stoker,9788493603045,2007,Brontes
Dark Elf Trilogy: Homeland/Exile/Sojourn,R.a. Salvatore,9780786926831,2001,Uk Wizards Of The Coast
Matter,Iain M. Banks,9781841494180,2008,Orbit
La Guerre Des Mondes (Dossier Helène Tronc),Herbert George Wells,9782070347469,2007,Gallimard
El Siervo De La Piedad,R.a. Salvatore,9788448037802,2007,Timun Mas
El Descenso De Los Angeles (La Herejia De Horus Vi),Mitchell Scanlon,9788448044152,2008,Timun Mas
La Caida De Reach (Serie Halo 1),Eric Nylund,9788448039769,2009,Timun Mas
El Estigma De Errtu,R.a. Salvatore,9788448034603,2008,Timun Mas
El Libro De Los Viajes Imaginarios,Xabier P. Docampo,9788466777049,2008,Anaya
Como Te Iba Diciendo,Antonio Ozores,9788461276943,2008,Autor-Editor
Don Camilo Y Compañia,Giovanni Guareschi,9788493643348,2008,Homo Legens
El Epigrama Español,Jose Esteban,9788496956254,2008,Espuela De Plata
La Verdad,Terry Pratchett,9788401336980,2009,Plaza & Janes Editores
Day Watch,Sergei Lukyanenko,9781401360207,2007,Miramax
Falsos Dioses (Warhammer 40000: La Herejia De Horus),Graham Mcneill,9788448043933,2007,Timun Mas
El Que Abre El Camino,Robert Bloch,9788477025658,2007,Valdemar
Todos Los Blancos Son Feos,Joaquim Pisa,9788496621299,2006,Atlantis
Ubik (6ª Edicion),Philip K. Dick,9788498003185,2007,La Factoria De Ideas
La Conquista Del Polo Norte,Fergus Fleming,9788483103944,2007,Tusquets Editores
Surf Belico,M.m. Buckner,9788498003055,2007,La Factoria De Ideas
El Monstruo De Las Galletas,Vernor Vinge,9788496013292,2007,Ajec
Sombras De Todo Tiempo,Armando Boix,9788493560300,2007,Mandragora
The Cobra S Heart,Ryszard Kapuscinski,9780141025551,2007,Penguin
The Darwin Awards 4: Intelligent Design,Wendy Northcutt,9780525949602,2006,E.P. Div.Of Penguin Dutton
La Tempete Du Siecle,Stephen King,9782253151333,2001,Le Livre De Poche
Ascension,C.s. Goto,9788448043964,2007,Timun Mas
Temptations Of The West,Pankaj Mishra,9780330434683,2007,Pan Books Ltd
Borat: Touristic Guidengs To Minor Nation Of Us And A Touristic Guidings To Glorious Nation Of Kazakhstan,Borat Saqdiyev,9780385523462,2007,Doubleday Transworld Usa
Hojas En La Orilla,Francisco Ramirez Viu,9788496887428,2008,Anroart Ediciones
Vademecum De Remedios Imaginarios,Ricardo Andrada,9789876090162,2007,Cuatro Vientos
Guerra De Sangre : La Mascarada De La Muerte,Robert Weinberg,9788496689336,2007,Puzzle Editorial
Viajes A Las Regiones Interiores De Africa,Mungo Park,9788496964198,2008,El Viento
La Isla De Odin,Janne Teller,9788496748491,2008,Maeva
Los Mundos De Ursula K. Le Guin,Ursula K. Le Guin,9788445076859,1901,Minotauro
Conan Y El Dios Araña,L. Sprague de Camp,9788448036201,2008,Timun Mas
Guerra Mundial Z,Max Brooks,9788496968813,2008,Almuzara
Rio De Janeiro: Carnaval De Fuego,Ruy Castro,9788493629120,2008,Herce Editores
Guildpact,Cory J. Herndon,9780786939893,2006,Uk Wizards Of The Coast
Ma Provence D Heureuse Rencontre: Guide Secret,Pierre Magnan,9782070342488,2007,Gallimard
Pluma De Leon,Yoss,9788493497033,2007,Neverland
Cuando Los Osos Descubrieron El Fuego,Terry Bisson,9788420682495,2007,Alianza Editorial
Gazpacho : Or Summer Months In Spain (Edicion Facsimil),William George Clark,9788496784307,2007,S.L. Extramuros Edicion
La Loba Y La Niña  (La Moira 1),Henri Loevenbruck,9788448035822,2007,Timun Mas
Noches Fantasma,John Farris,9788498003345,2007,La Factoria De Ideas
A Journey To The End Of The Russian Empire,Anton Pavlovich Chejov,9780141025506,2007,Penguin
From The Meadows Of Gold,Mas Udi,9780141025353,2007,Penguin
La Petite Fille Qui Aimait Tom Gordon,Stephen King,9782253151364,2002,Le Livre De Poche
Miedo Me Da: Setenta Y Ocho Relatos Ilustrados,Jose Antonio Frances,9788476479438,2007,Algaida
Nathan Y La Profecia I : Rumbo Hacia El Destino Desconocido,Nefer Williams,9788498215274,2007,Vision Libros
Circulo Perfecto,Sean Stewart,9788498003031,2007,La Factoria De Ideas
Diario De Un Ninja,Miguel Angel Rodriguez,9788466369749,2007,Debolsillo (Punto De Lectura)
Dioses De Nahum (La Nueva Generacion 20),Santyago Moro,9788496862036,2007,Silente
Salem S Lot (Ed. Ilustrada) (Con Material Inedito Y Una Nueva Introduccion Del Autor),Stephen King,9788401336386,2007,Plaza & Janes Editores
El Ultimo Dios,Nefer Williams,9788498215182,2006,Vision Libros
Blade Of Fortriu,Juliet Marillier,9780330426701,2007,Pan Books Ltd
Silver Bells,Luanne Rice,9780553588552,2007,Bantam Books
Allegiance,Timothy Zahn,9780345477385,2007,Ballantine Books (Random)
La Lista Sangrienta,P.n. Elrod,9788498003024,2007,La Factoria De Ideas
Planeta Serpiente,Santiago Garcia Rey,9788496621411,2007,Atlantis
Revista Gigamesh Nº 44,Ursula K. Le Guin,9788496208445,2007,Gigamesh
Orfanato,Robert Buettner,9788498003130,2007,La Factoria De Ideas
La Galaxia En Llamas: La Herejia Revelada (La Herejia De Horus),Ben Counter,9788448043988,2007,Timun Mas
To The Holy Shrines,Richard Sir Burton,9780141025384,2007,Penguin
Sold As A Slave,Olaudah Equiano,9780141025445,2007,Penguin
On Trying To Keep Still,Jenny Diski,9781844080168,2007,Virago Press
Nebula Awards Showcase 2007,Mike Resnick,9780451461346,2007,Signet. Penguin Putman
Escape From The Antarctic,Ernest Shackleton,9780141025520,2007,Penguin
Death Message,Mark Billingham,9780316730549,2007,Uk Time Warner
The Helmet Of Horror,Victor Pelevin,9781841958897,2007,Rebel Inc.
Hijos Del Dragon Iii: El Secreto Del Tigre,Lucia Gonzalez Lavado,9788498024821,2006,Entrelineas Editores
Sur La Route De Madison,Robert James Waller,9782266170161,2007,Presses Pocket
España Un Corazon Desnudo,Victor Alperi Fernandez,9788483670118,2007,Krk Ediciones
Warum Schlafen Manner Nach Dem Sex Immer Ein?,Mark Leyner,9783442154470,2007,Goldman
Viajes Por Europa,Emilia Pardo Bazan,9788493507411,2006,Bercimuel
Sherlock Holmes Y La Boca Del Infierno,Rodolfo Martinez,9788496173798,2007,Bibliopolis
Ankor: El Ultimo Principe De La Atlantida,Jorge Angel Livraga Rizzi,9788496369238,2007,N.A. Editorial
Viejo Siglo Xx,Joe Haldeman,9788496938052,2008,Omicron (Roca)
Agente De Bizancio,Harry Turtledove,9788496938045,2008,Omicron (Roca)
Los Dones,Ursula K. Le Guin,9788445077016,2006,Minotauro
Al Final Del Arco Iris,Vernor Vinge,9788466637763,2008,S.A. Ediciones B
Las Tierras Baldias (Saga La Torre Oscura 3),Stephen King,9788401336522,2008,Plaza & Janes Editores
Periplo,Juan Filloy,9789871228508,2007,El Cuenco De Plata
El Jugador,Iain Banks,9788498003567,2007,La Factoria De Ideas
La Sangre De Los Elfos  Geralt Rivia Vol Iii (8ª Ed.),Andrzej Sapkowski,9788496173866,2008,Bibliopolis
Paralelo A Tu Expirar,Julio Angel Olivares Merino,9788492594009,2009,Atlantis
The Amazing Book Of Useless Information,Noel Botham,9780399534683,2008,G. P. Putnam S Sons
Time Spiral (Time Spiral Cycle),Scott Mcgough,9780786939886,2006,Uk Wizards Of The Coast
El Juego De Las Maldiciones,Clive Barker,9788498003703,2008,La Factoria De Ideas
Mas Que Humano,Theodore Sturgeon,9788445077061,2002,Minotauro
La Columna Del Mundo,R.a. Salvatore,9788448034610,2008,Timun Mas
El Ultimo Unicornio,Peter S. Beagle,9788427034914,2008,Martinez Roca
Coleccionista Resident Evil (Vol. 1) (Contiene: Hora Cero La Con Spiracion Ensenada Caliban La Ciudad De Los Muertos),S.d. Perry,9788448039752,2008,Timun Mas
Scarlet (La Trilogia Del Rey Cuervo Ii),Stephen R. Lawhead,9788448036249,2009,Timun Mas
Equipaje De Mano,Fernando Bellver,9788496720695,2008,Ellago
L Unic Secret Que Realment Canviara La Teva Vida,John R. Gold,9788466410281,2009,Columna Edicions S.A.
Un Viaje Por España. Las Regiones: Su Formacion Su Riqueza Sus Costumbres Su Historia. (Facsimil),Saturnino Calleja,9788496784628,2008,S.L. Extramuros Edicion
Pack Humor Vasco: Todos Nacemos Vascos + Ponga Un Vasco En Su Vid A,Oscar Terol,8431300034051,2008,Aguilar
El Fin De Una Era,Aida de Las Heras,9788496910874,2008,Nuevos Escritores
Pack Perdidos Y La Camara Oscura,Peter Straub,9788445077283,2008,Minotauro
Viajes Y Exploraciones En El Africa Del Sur,David Livingstone,9788496964341,2008,El Viento
Tiempo De Odio (Saga Geralt De Rivia 4),Andrzej Sapkowski,9788498890112,2008,Alamut Ediciones
Pack Canticos De Bronce: El Guerrero Mistico; La Busqueda Mistica ; El Imperio Mistico,Tracy Hickman,9788448036980,2009,Timun Mas
Gladiator El Superhombre: La Novela Que Inspiro Superman,Philip Wylie,9788496423626,2008,Jaguar
Edad De Oro La. T.6 1946-1947,Isaac Asimov,9788427014336,1990,Martinez Roca
¡Zas!,Terry Pratchett,9788401339585,2011,Plaza & Janes Editores
La Linea Del Desierto,Elisabet Riera,9788498679847,2011,Rba Libros
El Heroe De Las Eras (Saga Nacidos De La Bruma 3),Brandon Sanderson,9788466643825,2010,S.A. Ediciones B
Cuatro Continentes,Dionisio de la Cruz Ortiz,9788499462370,2013,Edicion Personal
Exploracion Por Tierra,Paul Strathern,9788474447934,1994,Debate
Edad De Oro La. T.3 1942-1943,Isaac Asimov,9788427013254,1989,Martinez Roca
Pack Trilogia Nacidos De La Bruma (Incluye El Imperio Final; El Pozo De La Ascension; El Heroe De Las Eras),Brandon Sanderson,9788466660815,2016,S.A. Ediciones B
Canada,J. Martinez,9788474890594,0,Ediciones Castell Sa
Tarzan Señor De La Jungla,Edgar Rice Burroughs,9788435031103,2000,Edhasa
Pioneros De La Ciencia Ficcion Rusa,Aleksei Apujtin,9788484288282,2013,Alba Editorial
Y Mañana Seran Clones,John Varley,9788490180365,2014,La Factoria De Ideas
Ni Muerta No Valorada,Mary Janice Davidson,9788496693210,2008,El Tercer Nombre
El Collar De Los 7 Misterios (Ii): El Espiritu De La Esfinge,Angela Edo,9788496697195,2007,Mtm. Metafisica Del Tercer Milenio
Como Cambian Los Tiempos Don Marcelino,Luis Del Olmo,9788488714961,2007,Ayto. Bilbao
La Corona Y La Espada (Dragonlance: El Despertar De Solamnia),Douglas Niles,9788448044077,2008,Timun Mas
Historias De Nueva York,Enric Gonzalez,9788498673906,2008,Rba Libros
Lucifer Mi Principe De Las Tinieblas,Lola Garcia Martin,9788415584513,2013,Ediciones Albores
Ginebra,Rosa Regas,9788493629175,2008,Herce Editores
Viaje A La Patagonia Austral,Francisco P. Moreno,9788496964297,2008,El Viento
Guardianes Del Crepusculo,Sergei Lukyanenko,9788401337024,2009,Plaza & Janes Editores
Fobos,Manuel Amaro Parrado,9788493560393,2009,Mandragora
El Collar De Los 7 Misterios (I),Angela Edo,9788496697065,2007,Mtm. Metafisica Del Tercer Milenio
Iros Todos A Hacer Puñetas,Miguel Martin,9788489787384,2007,S.L. Avances
Hablando Mal De...,El Descosio,9788479278953,2007,Robinbook
Griot Alma Africana,Jon Arretxe,9788493492731,2006,Elea Argitaletxea
La Linterna De Los Muertos (Y Otros Cuentos Fantasticos),Alvaro Uribe,9789681679903,2007,S.L. Fondo De Cultura Economica De España
El Vuelo De Eluan,Leon Krauze,9789681674618,2005,S.L. Fondo De Cultura Economica De España
Viaje A Rusia,John Steinbeck,9788493245948,2005,Grupo Unison Ediciones
Geografia De La Memoria: Aventureros Exploradores Y Viajeros Vas Cos,Angel Martinez Salazar,9788493398873,2005,Elea Argitaletxea
Ronda De Noche: Una Novela Del Mundodisco,Terry Pratchett,9788401337383,2010,Plaza & Janes Editores
Viajes Por Asia,Catherine Donzel,9788475565255,2009,Oceano Ambar
Benjamin,Federico Axat,9788483651025,2010,Suma
Caja Exclusiva: De Madrid Al Zielo (3 Libros + Taza + Marcapagina),Alfonso Zamora Llorente,9788416961610,2017,Dolmen Editorial
Por La Rioja Alavesa A Pie,Luis Pedro Peña Santiago,9788471482709,1992,Txertoa
Camino Sin Retorno,Andrzej Sapkowski,9788498890525,2010,Alamut Ediciones
Terra Incognita Vol. Ii: El Mapa De Todas Las Cosas,Kevin J. Anderson,9788492826155,2011,Mundos Epicos
Libro De Viajes De Benjamin Tudela (3ª Ed),Benjamin Tudela,9788472131804,0,Riopiedras Ediciones
Viaje A Marruecos Y Andalucia,Eugene Delacroix,9788497167628,2012,Jose J. De Olañeta
Nochebosque,Juan Carlos Chirinos,9788493889227,2011,Casa De Carton
Poder Maligno,Pilar Fuentes Muñoz,9788415228424,2011,Atlantis
El Hijo Del Ayer (Star Trek),Diane Duane,9788425326868,0,Grijalbo
Que Bien Que Bonito,Ivica Prtennjaca,9788494025853,2012,Baile Del Sol
Tormenta De Espadas (Saga Cancion De Hielo Y Fuego 3) (2 Vols),George R.r. Martin,9788496208988,0,Gigamesh
La Silla (2ª Ed),David Jasso,9788492893140,2010,Equipo Sirius
La Muerte De Venecia,Oded Schwartz,9788497167376,2011,Jose J. De Olañeta
En El Purgatorio De Irlanda: Cronicas De Penitente,Jorge Gonzalez de Matauco,9788492846016,2009,Niberta
Otras Venecias,Paul Morand,9788497168113,2012,Jose J. De Olañeta
Levando Anclas: 20 Años De Viajes Y Aventuras (Incluye Cd),Roge Blasco Granados,9788492393015,2004,Euskal Irrati Telebista (Eitb)
En El Techo Del Planeta,Juan Reynerio Fagundo Castillo,9789681667559,2002,S.L. Fondo De Cultura Economica De España
Las Luminosas,Lauren Beukes,9788490066621,2013,Rba Libros
Por Un Puñado De Polvos,Domingo Plumaroja,9788415584674,2013,Ediciones Albores
Amanguemant,Mari Carmen Tudela,9788494115103,2013,Hades Editorial
Siete Virgenes Negras De Gipuzkoa,Luis Pedro Peña Santiago,9788471482747,1992,Txertoa
Roma Andar Y Ver,Jose Antonio Rios Gonzalez,9788498864496,2013,Vision Libros
R Y Julie: Memorias De Un Zombie Adolescente,Isaac Marion,9788439723516,2011,Literatura Random House
Los Codigos De La Dragonlance: El Codigo Y La Medida,Michael Williams,9788448031039,1998,Timun Mas
La Novia Del Muñeco Viviente ( Pesadillas. Serie 2000),R.rl. Stine,9788440692351,1999,Ediciones B
Dejame Entrar,John Ajvide Lindqvist,9788467035841,2010,S.L.U. Espasa Libros
El Templo De Istar (Trilogia Leyendas De La Dragonlance 1),Margaret Weis,9788448033446,2004,Timun Mas
Orilla Intranquila,Victor Blazquez,9788494173660,2013,Tyrannosaurus Books
Guia Espiritual De Castilla (4ª Ed.),Jose Jimenez Lozano,9788481831221,2003,Ambito
Guia Completa De La Tierra Media,Robert Foster,9788445074282,2003,Minotauro
Viajes Por Europa Africa Y America 1845-1848,Domingo Faustino Sarmiento,9788498161618,2021,Linkgua
Donde Los Toros Tienen Los Ojos Verdes,Juan Carlos Sanchez Samper,9788408099178,2011,Planeta
Cuna,Arthur C. Clarke,9788401491702,1992,Plaza & Janes Editores
La Luna Del Traidor,Lynn Flewelling,9788489746794,2006,Puzzle Editorial
Star Wars: La Nueva Orden Jedi (Incluye: Agentes Del Caos Ii; Ecl Ipse Jedi),James Luceno,9788495070227,2005,Alberto Santos Editor
Marea Oscura I: Ofensiva (Star Wars La Nueva Orden Jedi),Michael A. Stackpole,9788495070357,2003,Alberto Santos Editor
La Insoportable Guerra De Los Sexos,Francisco Gavilan,9788425324567,0,Grijalbo
Sexo En Los Juegos Olimpicos El,Fernando Gracia,9788425324550,0,Grijalbo
Un Saco De Huesos,Stephen King,9788484503859,2000,Debolsillo
La Maldicion De Chalion,Lois Mcmaster Bujold,9788498001457,2005,La Factoria De Ideas
Venecia,Henri de Regnier,9788493664831,2009,Cabaret Voltaire
Viaje De La Itza Y El Misterio Maya,Michel Peissel,9788426126443,1992,Juventud
Paria Z,Bob Fingerman,9788498007930,2012,La Factoria De Ideas
Cazador En El Tiempo,Yolanda Iscar,9788415377221,2011,Bohodon Ediciones
Hotel Nomada,Cees Nooteboom,9788498414509,2010,Siruela
La Tumba De Huma (Trilogia Cronicas De La Dragonlance 2),Margaret Weis,9788448032616,2003,Timun Mas
El Misterio Del Everest,Tom Holzel,9788439704805,2000,Mondadori
Solos,Adam Baker,9788401353017,2012,Plaza & Janes Editores
El Regreso Del Peregrino,C.s. Lewis,9788408082057,2008,Planeta
Tormenta De Espadas (Cancion De Hielo Y Fuego; 3) (2 Vols.: T. I Y T. Ii),George R.r. Martin,9788496208087,2005,Gigamesh
Regimiento Monstruoso (Mundodisco 28),Terry Pratchett,9788401337581,2010,Plaza & Janes Editores
El Bestiario Fantastico: La Guia Ilustrada De Los Seres Mas Extra Ordinarios Del Mundo,Tony Allan,9788448036560,2009,Timun Mas
Joyland,Stephen King,9788415725084,2013,Random
La Guerra Mas Fria (Trilogia Triptico De Asclepia 2),Ian Tregillis,9788415725091,2013,Random
El Hobbit:Un Viaje Inesperado.Album De La Pelicula,Jude Fisher,9788445000717,2012,Minotauro
En Punto Muerto (True Blood 12),Charlaine Harris,9788483654484,2012,Suma
Zombie Planet (Zombies Nº 3),David Wellington,9788448040239,2010,Timun Mas
Entre Los Muros De Crickley Hall,James Herbert,9788401352287,2012,Plaza & Janes Editores
¡Feliz Año Nuevo!,Luis Montero,9788445077856,2010,Minotauro
Los Nombres Muertos,Jesus Cañadas,9788415831051,2013,Fantascy
Cartas En El Asunto,Terry Pratchett,9788401390876,2011,Plaza & Janes Editores
Viaje A Mexico,Paul Morand,9789707141483,2008,Aldus
Mort,Terry Pratchett,9788427015593,1991,Martinez Roca
Desesperacion,Stephen King,9788401474712,0,Plaza &Amp; Janes
Los Hijos De Hurin,J.r.r. Tolkien,9788445076743,2007,Minotauro
Roverandom; El Señor Bliss (Con Dibujos Originales De Tolkien) (Pack Infantil),J.r.r. Tolkien,9788445076767,2007,Minotauro
Mas Alla De Las Sombras  (Trilogia El Angel De Noche 3),Brent Weeks,9788401339141,2011,Plaza & Janes Editores
El Legado Del Capitulo (Warhammer Ultramarines 6),Graham Mcneill,9788448044541,2010,Timun Mas
Invitacion A Soria. A Quien Conmigo Viene,Avelino Hernandez,9788480125338,2007,Edilesa(Ediciones Leonesas)
Treinta Dias En Sidney,Peter Carey,9788493637736,2008,Herce Editores
La Ruta Del Arcipreste Y Otros Viajes Extraordinarios,Antonio Herrera Casado,9788492886562,2011,Aache
El Mapa De Beleriand,J.r.r. Tolkien,9788445077764,2010,Minotauro
El Viento Por La Cerradura (Saga La Torre Oscura 8),Stephen King,9788401353444,2012,Plaza & Janes Editores
Las Praderas Del Cielo,John Steinbeck,9788493555177,2007,El Viento
La Pistola De Rayos,Philip K. Dick,9788496208292,2005,Gigamesh
Tolkien Enciclopedia Ilustrada,David Day,9788477226024,1992,Timun Mas
La Luz Fantastica,Terry Pratchett,9788401479441,0,Plaza &Amp; Janes
Al Filo De Las Sombras,Brent Weeks,9788401339059,2010,Plaza & Janes Editores
A Vuestros Cuerpos Dispersos,Philip Jose Farmer,9788498003383,2007,La Factoria De Ideas
Tras La Caida De La Noche,Arthur C. Clarke,9788440629296,1992,S.A. Ediciones B
La Mascara De La Noche,Philip Gooden,9788496423619,2006,Jaguar
Mundo Intermedio,Norman Spinrad,9788423321605,1992,Destino
La Bola De Cristal: La Torre Oscura 4,Stephen King,9788440690135,1999,Ediciones B
Los Mejores Chistes Del Mundo 3,Samuel Red,9788479279219,2007,Robinbook
Harry Dresden 3: La Tumba,Jim Butcher,9788498003833,2008,La Factoria De Ideas
Tiempo De Marte,Philip K. Dick,9788445073407,2002,Minotauro
Estilo-Ariketak (+Cd),Raymond Queneau,9788487484773,2007,Igela Argitaletxea
La Contrabandista De Hostias,Isidoro Garcia,9788494113024,2013,Seleer
El Camino Del Diablo,Eugenia Rico,9788496715585,2014,Imagine Press Ediciones
Diario De Una Miss Inteligente,Arturo Vallejo,9788496693050,2006,El Tercer Nombre
Luz De Otros Dias,Arthur C. Clarke,9788496525764,2005,S.L. Puzzle Editorial De Libros
Orgullo Y Prejuicio Y Zombis,Seth Grahame-Smith,9788489367715,2009,Umbriel
Nueve Futuros,Isaac Asimov,9788427014053,1990,Martinez Roca
Viaje A Italia,Johann Wolfgang Von Goethe,9788440698018,2001,S.A. Ediciones B
Viatge A Russia,Josep Pla,9788423318582,1990,Destino
En El Torbellino,Marc Gacoigne,9788448043421,2001,Timun Mas
Sobre El Mar Bajo La Tierra,Susan Cooper,9788484410348,2001,Montena
Toxina (Ed. Especial Navidad 1999),Robin Cook,9788401242854,1999,Plaza &Amp; Janes
Los Vastagos De Shannara. Libro I De La Herencia De Shannara,Terry Brooks,9788470024412,1992,Acervo
Rumbo A Tombuctu,Mark Jenkins,9788440683854,1998,S.A. Ediciones B
La Promesa Dels Llops,Dorothy Hearst,9788492475124,2008,El Anden
Viatges De Marco Polo,Marco Polo,9788495317421,2005,Llibres De L Index
El Tiempo De Los Regalos; Entre Los Bosques Y El Agua,Patrick Leigh Fermor,9788490060155,2011,Rba Libros
Trilogia Maztica. T.3. Qotal Y Zaltec,Douglas Niles,9788448037031,1993,Timun Mas
Trilogia Maztica. T.2. Erixitl De Palul,Douglas Niles,9788448037024,1993,Timun Mas
Espiritu Del Mago Oscuro El,Barbara Hambly,9788477225935,1992,Timun Mas
Venus Prime Ii,Arthur C. Clarke,9788401323577,1991,Plaza & Janes Editores
